id,device_id,before_path,after_path,location,timestamp,operation_time_minutes,gas_data,district,division,area,gas_data_raw,robo_id,waste_collected_kg,blockage_level,gas_level,date,time
17,MH-0003,uploads/MH-0003_before_1752315640_9299.jpg,uploads/MH-0003_after_1752315640_9775.jpg,"17.472804,78.492663",2025-07-12 15:50:40.525037+00:00,28,"{""CO"": 0.01, ""CH4"": 83.47, ""H2S"": 7.86}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 0.01, ""CH4"": 83.47, ""H2S"": 7.86}",sb_008,9,medium,medium,12-07-2025,50:40.5
18,MH-0003,uploads/MH-0003_before_1752313960_5993.jpg,uploads/MH-0003_after_1752313960_2223.jpg,"17.472804,78.492663",2025-07-12 15:22:40.525037+00:00,24,"{""CO"": 2.86, ""CH4"": 75.69, ""H2S"": 9.24}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 2.86, ""CH4"": 75.69, ""H2S"": 9.24}",sb_003,5,high,high,12-07-2025,22:40.5
19,MH-0003,uploads/MH-0003_before_1752312280_3900.jpg,uploads/MH-0003_after_1752312280_4736.jpg,"17.472804,78.492663",2025-07-12 14:54:40.525037+00:00,27,"{""CO"": 1.06, ""CH4"": 9.08, ""H2S"": 2.9}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 1.06, ""CH4"": 9.08, ""H2S"": 2.9}",sb_007,5,low,low,12-07-2025,54:40.5
20,MH-0003,uploads/MH-0003_before_1752310600_4051.jpg,uploads/MH-0003_after_1752310600_6779.jpg,"17.472804,78.492663",2025-07-12 14:26:40.525037+00:00,23,"{""CO"": 3.42, ""CH4"": 99.02, ""H2S"": 17.2}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 3.42, ""CH4"": 99.02, ""H2S"": 17.2}",sb_010,8,low,low,12-07-2025,26:40.5
21,MH-0003,uploads/MH-0003_before_1752309460_9822.jpg,uploads/MH-0003_after_1752309460_5744.jpg,"17.472804,78.492663",2025-07-12 14:07:40.525037+00:00,28,"{""CO"": 2.86, ""CH4"": 75.69, ""H2S"": 9.24}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 2.86, ""CH4"": 75.69, ""H2S"": 9.24}",sb_003,7,high,high,12-07-2025,07:40.5
22,MH-0003,uploads/MH-0003_before_1752307780_5270.jpg,uploads/MH-0003_after_1752307780_2489.jpg,"17.472804,78.492663",2025-07-12 13:39:40.525037+00:00,18,"{""CO"": 3.25, ""CH4"": 94.48, ""H2S"": 4.37}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 3.25, ""CH4"": 94.48, ""H2S"": 4.37}",sb_002,3,low,low,12-07-2025,39:40.5
23,MH-0003,uploads/MH-0003_before_1752306460_8151.jpg,uploads/MH-0003_after_1752306460_4133.jpg,"17.472804,78.492663",2025-07-12 13:17:40.525037+00:00,24,"{""CO"": 3.42, ""CH4"": 99.02, ""H2S"": 17.2}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 3.42, ""CH4"": 99.02, ""H2S"": 17.2}",sb_004,6,low,low,12-07-2025,17:40.5
24,MH-0003,uploads/MH-0003_before_1752305140_8207.jpg,uploads/MH-0003_after_1752305140_8609.jpg,"17.472804,78.492663",2025-07-12 12:55:40.525037+00:00,19,"{""CO"": 2.29, ""CH4"": 89.41, ""H2S"": 14.6}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 2.29, ""CH4"": 89.41, ""H2S"": 14.6}",sb_006,6,medium,medium,12-07-2025,55:40.5
25,MH-0003,uploads/MH-0003_before_1752303520_3080.jpg,uploads/MH-0003_after_1752303520_8871.jpg,"17.472804,78.492663",2025-07-12 12:28:40.525037+00:00,23,"{""CO"": 2.75, ""CH4"": 6.4, ""H2S"": 3.08}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 2.75, ""CH4"": 6.4, ""H2S"": 3.08}",sb_009,8,medium,medium,12-07-2025,28:40.5
26,MH-0004,uploads/MH-0004_before_1751539120_2102.jpg,uploads/MH-0004_after_1751539120_1905.jpg,"17.478014,78.496241",2025-07-03 16:08:40.525037+00:00,19,"{""CO"": 2.85, ""CH4"": 97.11, ""H2S"": 7.3}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 2.85, ""CH4"": 97.11, ""H2S"": 7.3}",sb_004,9,high,high,03-07-2025,08:40.5
27,MH-0004,uploads/MH-0004_before_1751537680_8233.jpg,uploads/MH-0004_after_1751537680_6590.jpg,"17.478014,78.496241",2025-07-03 15:44:40.525037+00:00,21,"{""CO"": 2.29, ""CH4"": 89.41, ""H2S"": 14.6}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 2.29, ""CH4"": 89.41, ""H2S"": 14.6}",sb_010,9,medium,medium,03-07-2025,44:40.5
28,MH-0004,uploads/MH-0004_before_1751536120_5161.jpg,uploads/MH-0004_after_1751536120_9831.jpg,"17.478014,78.496241",2025-07-03 15:18:40.525037+00:00,26,"{""CO"": 2.0, ""CH4"": 23.9, ""H2S"": 4.7}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 2.0, ""CH4"": 23.9, ""H2S"": 4.7}",sb_006,10,medium,medium,03-07-2025,18:40.5
29,MH-0004,uploads/MH-0004_before_1751535040_3408.jpg,uploads/MH-0004_after_1751535040_8913.jpg,"17.478014,78.496241",2025-07-03 15:00:40.525037+00:00,19,"{""CO"": 1.16, ""CH4"": 18.76, ""H2S"": 13.94}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 1.16, ""CH4"": 18.76, ""H2S"": 13.94}",sb_001,8,medium,medium,03-07-2025,00:40.5
30,MH-0004,uploads/MH-0004_before_1751533360_9659.jpg,uploads/MH-0004_after_1751533360_7302.jpg,"17.478014,78.496241",2025-07-03 14:32:40.525037+00:00,23,"{""CO"": 0.43, ""CH4"": 15.22, ""H2S"": 19.6}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 0.43, ""CH4"": 15.22, ""H2S"": 19.6}",sb_005,9,medium,medium,03-07-2025,32:40.5
31,MH-0004,uploads/MH-0004_before_1751531680_5599.jpg,uploads/MH-0004_after_1751531680_1997.jpg,"17.478014,78.496241",2025-07-03 14:04:40.525037+00:00,19,"{""CO"": 2.0, ""CH4"": 23.9, ""H2S"": 4.7}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 2.0, ""CH4"": 23.9, ""H2S"": 4.7}",sb_006,6,medium,medium,03-07-2025,04:40.5
32,MH-0004,uploads/MH-0004_before_1751530480_9079.jpg,uploads/MH-0004_after_1751530480_2161.jpg,"17.478014,78.496241",2025-07-03 13:44:40.525037+00:00,30,"{""CO"": 1.28, ""CH4"": 31.51, ""H2S"": 15.31}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 1.28, ""CH4"": 31.51, ""H2S"": 15.31}",sb_008,3,high,high,03-07-2025,44:40.5
33,MH-0004,uploads/MH-0004_before_1751528800_1155.jpg,uploads/MH-0004_after_1751528800_7355.jpg,"17.478014,78.496241",2025-07-03 13:16:40.525037+00:00,23,"{""CO"": 3.76, ""CH4"": 18.63, ""H2S"": 16.71}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 3.76, ""CH4"": 18.63, ""H2S"": 16.71}",sb_010,10,high,high,03-07-2025,16:40.5
34,MH-0005,uploads/MH-0005_before_1751971060_9337.jpg,uploads/MH-0005_after_1751971060_1049.jpg,"17.470912,78.485307",2025-07-08 16:07:40.525037+00:00,30,"{""CO"": 0.99, ""CH4"": 5.46, ""H2S"": 2.72}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 0.99, ""CH4"": 5.46, ""H2S"": 2.72}",sb_007,8,medium,medium,08-07-2025,07:40.5
35,MH-0005,uploads/MH-0005_before_1751969800_8918.jpg,uploads/MH-0005_after_1751969800_8137.jpg,"17.470912,78.485307",2025-07-08 15:46:40.525037+00:00,18,"{""CO"": 0.99, ""CH4"": 5.46, ""H2S"": 2.72}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 0.99, ""CH4"": 5.46, ""H2S"": 2.72}",sb_010,5,medium,medium,08-07-2025,46:40.5
36,MH-0005,uploads/MH-0005_before_1751968180_7937.jpg,uploads/MH-0005_after_1751968180_6925.jpg,"17.470912,78.485307",2025-07-08 15:19:40.525037+00:00,15,"{""CO"": 4.33, ""CH4"": 22.08, ""H2S"": 1.79}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 4.33, ""CH4"": 22.08, ""H2S"": 1.79}",sb_008,7,low,low,08-07-2025,19:40.5
37,MH-0006,uploads/MH-0006_before_1752748780_3560.jpg,uploads/MH-0006_after_1752748780_3969.jpg,"17.474052,78.494978",2025-07-17 16:09:40.525037+00:00,27,"{""CO"": 4.33, ""CH4"": 22.08, ""H2S"": 1.79}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 4.33, ""CH4"": 22.08, ""H2S"": 1.79}",sb_008,9,high,high,17-07-2025,09:40.5
38,MH-0006,uploads/MH-0006_before_1752747040_2785.jpg,uploads/MH-0006_after_1752747040_5442.jpg,"17.474052,78.494978",2025-07-17 15:40:40.525037+00:00,17,"{""CO"": 1.13, ""CH4"": 30.27, ""H2S"": 7.72}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 0.03, ""CH4"": 74.07, ""H2S"": 11.1}",sb_004,5,low,low,17-07-2025,40:40.5
39,MH-0006,uploads/MH-0006_before_1752745960_5471.jpg,uploads/MH-0006_after_1752745960_1980.jpg,"17.474052,78.494978",2025-07-17 15:22:40.525037+00:00,15,"{""CO"": 1.13, ""CH4"": 30.27, ""H2S"": 7.72}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 0.03, ""CH4"": 74.07, ""H2S"": 11.1}",sb_003,3,high,high,17-07-2025,22:40.5
40,MH-0006,uploads/MH-0006_before_1752744760_3667.jpg,uploads/MH-0006_after_1752744760_6195.jpg,"17.474052,78.494978",2025-07-17 15:02:40.525037+00:00,23,"{""CO"": 1.13, ""CH4"": 30.27, ""H2S"": 7.72}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 1.13, ""CH4"": 30.27, ""H2S"": 7.72}",sb_005,2,high,high,17-07-2025,02:40.5
41,MH-0007,uploads/MH-0007_before_1753093840_7410.jpg,uploads/MH-0007_after_1753093840_7890.jpg,"17.472616,78.486659",2025-07-21 16:00:40.525037+00:00,24,"{""CO"": 1.92, ""CH4"": 98.28, ""H2S"": 14.85}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 1.92, ""CH4"": 98.28, ""H2S"": 14.85}",sb_006,2,low,low,21-07-2025,00:40.5
42,MH-0007,uploads/MH-0007_before_1753092880_9074.jpg,uploads/MH-0007_after_1753092880_9773.jpg,"17.472616,78.486659",2025-07-21 15:44:40.525037+00:00,22,"{""CO"": 0.03, ""CH4"": 74.07, ""H2S"": 11.1}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 0.03, ""CH4"": 74.07, ""H2S"": 11.1}",sb_009,2,low,low,21-07-2025,44:40.5
43,MH-0007,uploads/MH-0007_before_1753091680_9509.jpg,uploads/MH-0007_after_1753091680_2413.jpg,"17.472616,78.486659",2025-07-21 15:24:40.525037+00:00,29,"{""CO"": 1.28, ""CH4"": 55.29, ""H2S"": 10.4}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 1.28, ""CH4"": 55.29, ""H2S"": 10.4}",sb_009,3,high,high,21-07-2025,24:40.5
44,MH-0007,uploads/MH-0007_before_1753090780_2592.jpg,uploads/MH-0007_after_1753090780_9670.jpg,"17.472616,78.486659",2025-07-21 15:09:40.525037+00:00,25,"{""CO"": 2.25, ""CH4"": 54.59, ""H2S"": 11.86}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 2.25, ""CH4"": 54.59, ""H2S"": 11.86}",sb_009,7,high,high,21-07-2025,09:40.5
45,MH-0007,uploads/MH-0007_before_1753089340_6710.jpg,uploads/MH-0007_after_1753089340_9723.jpg,"17.472616,78.486659",2025-07-21 14:45:40.525037+00:00,27,"{""CO"": 3.58, ""CH4"": 54.61, ""H2S"": 11.84}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 3.58, ""CH4"": 54.61, ""H2S"": 11.84}",sb_001,3,high,high,21-07-2025,45:40.5
46,MH-0007,uploads/MH-0007_before_1753088380_4981.jpg,uploads/MH-0007_after_1753088380_8142.jpg,"17.472616,78.486659",2025-07-21 14:29:40.525037+00:00,28,"{""CO"": 0.19, ""CH4"": 70.98, ""H2S"": 18.13}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 0.19, ""CH4"": 70.98, ""H2S"": 18.13}",sb_010,7,medium,medium,21-07-2025,29:40.5
47,MH-0007,uploads/MH-0007_before_1753086640_4523.jpg,uploads/MH-0007_after_1753086640_3704.jpg,"17.472616,78.486659",2025-07-21 14:00:40.525037+00:00,24,"{""CO"": 3.52, ""CH4"": 95.06, ""H2S"": 1.86}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 3.52, ""CH4"": 95.06, ""H2S"": 1.86}",sb_008,6,high,high,21-07-2025,00:40.5
48,MH-0007,uploads/MH-0007_before_1753085020_7460.jpg,uploads/MH-0007_after_1753085020_2439.jpg,"17.472616,78.486659",2025-07-21 13:33:40.525037+00:00,24,"{""CO"": 0.06, ""CH4"": 63.63, ""H2S"": 9.86}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 0.06, ""CH4"": 63.63, ""H2S"": 9.86}",sb_008,7,high,high,21-07-2025,33:40.5
49,MH-0007,uploads/MH-0007_before_1753084060_8407.jpg,uploads/MH-0007_after_1753084060_7765.jpg,"17.472616,78.486659",2025-07-21 13:17:40.525037+00:00,22,"{""CO"": 3.52, ""CH4"": 95.06, ""H2S"": 1.86}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 3.52, ""CH4"": 95.06, ""H2S"": 1.86}",sb_001,3,high,high,21-07-2025,17:40.5
50,MH-0008,uploads/MH-0008_before_1753525900_5401.jpg,uploads/MH-0008_after_1753525900_8044.jpg,"17.473591,78.493463",2025-07-26 16:01:40.525037+00:00,23,"{""CO"": 0.73, ""CH4"": 59.45, ""H2S"": 9.87}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 0.73, ""CH4"": 59.45, ""H2S"": 9.87}",sb_001,5,high,high,26-07-2025,01:40.5
51,MH-0008,uploads/MH-0008_before_1753524100_6498.jpg,uploads/MH-0008_after_1753524100_8885.jpg,"17.473591,78.493463",2025-07-26 15:31:40.525037+00:00,26,"{""CO"": 3.05, ""CH4"": 41.8, ""H2S"": 7.19}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 3.05, ""CH4"": 41.8, ""H2S"": 7.19}",sb_004,3,medium,medium,26-07-2025,31:40.5
52,MH-0008,uploads/MH-0008_before_1753522960_3949.jpg,uploads/MH-0008_after_1753522960_7856.jpg,"17.473591,78.493463",2025-07-26 15:12:40.525037+00:00,18,"{""CO"": 2.29, ""CH4"": 82.52, ""H2S"": 0.04}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 2.29, ""CH4"": 82.52, ""H2S"": 0.04}",sb_010,8,high,high,26-07-2025,12:40.5
53,MH-0008,uploads/MH-0008_before_1753521580_3515.jpg,uploads/MH-0008_after_1753521580_8571.jpg,"17.473591,78.493463",2025-07-26 14:49:40.525037+00:00,28,"{""CO"": 0.05, ""CH4"": 54.99, ""H2S"": 9.13}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 0.05, ""CH4"": 54.99, ""H2S"": 9.13}",sb_009,10,medium,medium,26-07-2025,49:40.5
54,MH-0008,uploads/MH-0008_before_1753520140_3203.jpg,uploads/MH-0008_after_1753520140_5185.jpg,"17.473591,78.493463",2025-07-26 14:25:40.525037+00:00,30,"{""CO"": 3.9, ""CH4"": 53.34, ""H2S"": 4.89}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 3.9, ""CH4"": 53.34, ""H2S"": 4.89}",sb_002,10,medium,medium,26-07-2025,25:40.5
55,MH-0008,uploads/MH-0008_before_1753518580_5557.jpg,uploads/MH-0008_after_1753518580_1576.jpg,"17.473591,78.493463",2025-07-26 13:59:40.525037+00:00,24,"{""CO"": 3.9, ""CH4"": 53.34, ""H2S"": 4.89}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 3.9, ""CH4"": 53.34, ""H2S"": 4.89}",sb_008,8,high,high,26-07-2025,59:40.5
56,MH-0008,uploads/MH-0008_before_1753516840_3545.jpg,uploads/MH-0008_after_1753516840_8927.jpg,"17.473591,78.493463",2025-07-26 13:30:40.525037+00:00,24,"{""CO"": 2.73, ""CH4"": 39.15, ""H2S"": 5.3}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 2.73, ""CH4"": 39.15, ""H2S"": 5.3}",sb_009,10,low,low,26-07-2025,30:40.5
57,MH-0008,uploads/MH-0008_before_1753515400_4734.jpg,uploads/MH-0008_after_1753515400_7793.jpg,"17.473591,78.493463",2025-07-26 13:06:40.525037+00:00,22,"{""CO"": 0.81, ""CH4"": 51.53, ""H2S"": 17.47}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 0.81, ""CH4"": 51.53, ""H2S"": 17.47}",sb_003,8,high,high,26-07-2025,06:40.5
58,MH-0008,uploads/MH-0008_before_1753514500_3752.jpg,uploads/MH-0008_after_1753514500_7386.jpg,"17.473591,78.493463",2025-07-26 12:51:40.525037+00:00,18,"{""CO"": 2.73, ""CH4"": 39.15, ""H2S"": 5.3}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 2.73, ""CH4"": 39.15, ""H2S"": 5.3}",sb_009,9,low,low,26-07-2025,51:40.5
59,MH-0008,uploads/MH-0008_before_1753513480_6560.jpg,uploads/MH-0008_after_1753513480_2514.jpg,"17.473591,78.493463",2025-07-26 12:34:40.525037+00:00,22,"{""CO"": 4.97, ""CH4"": 39.81, ""H2S"": 9.55}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 4.97, ""CH4"": 39.81, ""H2S"": 9.55}",sb_008,8,low,low,26-07-2025,34:40.5
60,MH-0009,uploads/MH-0009_before_1751971420_9758.jpg,uploads/MH-0009_after_1751971420_9152.jpg,"17.478249,78.495694",2025-07-08 16:13:40.525037+00:00,19,"{""CO"": 1.93, ""CH4"": 0.22, ""H2S"": 9.91}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 1.93, ""CH4"": 0.22, ""H2S"": 9.91}",sb_010,6,low,low,08-07-2025,13:40.5
61,MH-0009,uploads/MH-0009_before_1751970040_2189.jpg,uploads/MH-0009_after_1751970040_8310.jpg,"17.478249,78.495694",2025-07-08 15:50:40.525037+00:00,26,"{""CO"": 1.93, ""CH4"": 0.22, ""H2S"": 9.91}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 1.93, ""CH4"": 0.22, ""H2S"": 9.91}",sb_004,10,high,high,08-07-2025,50:40.5
62,MH-0009,uploads/MH-0009_before_1751968780_8872.jpg,uploads/MH-0009_after_1751968780_7058.jpg,"17.478249,78.495694",2025-07-08 15:29:40.525037+00:00,21,"{""CO"": 1.21, ""CH4"": 74.77, ""H2S"": 10.84}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 1.21, ""CH4"": 74.77, ""H2S"": 10.84}",sb_007,7,low,low,08-07-2025,29:40.5
63,MH-0009,uploads/MH-0009_before_1751967820_6445.jpg,uploads/MH-0009_after_1751967820_4531.jpg,"17.478249,78.495694",2025-07-08 15:13:40.525037+00:00,17,"{""CO"": 1.79, ""CH4"": 13.15, ""H2S"": 9.88}",Hyderabad,Division 119 (Old Bowenpally),Hasmathpet,"{""CO"": 1.79, ""CH4"": 13.15, ""H2S"": 9.88}",sb_005,8,high,high,08-07-2025,13:40.5
